Vendor # @	Vendor Creation Date	Vendor name	Vendor country key	Vendor Type Description	Vendor Material type	company_code	Region Description	Posting Block for Company Code	Business Unit
1177435	10/7/18	K KLTDKN	IL	PO	Contingent Workforce	2900	EMEA	X	
1177435	10/7/18	K KLTDKN	IL	PO	Contingent Workforce	5000	ISR		
1177434	10/7/18	TER PCR 	US	NPO	Professional Services	1114	North America	X	U7393
1177434	10/7/18	TER PCR 	US	NPO	Professional Services	1116	North America	X	U7355
1177433	10/7/18	BSO RLOC	PT	NPO	Professional Services	2560	EMEA	X	U0046
1177432	10/7/18	A LLTDLT	IL	PO	Contingent Workforce	2300	EMEA	X	
1177432	10/7/18	A LLTDLT	IL	PO	Contingent Workforce	2540	EMEA	X	
1177432	10/7/18	A LLTDLT	IL	PO	Contingent Workforce	2800	EMEA		
1177432	10/7/18	A LLTDLT	IL	PO	Contingent Workforce	5000	ISR		
1177431	10/7/18	N FINCFI	US	PO	Facilities	1100	North America	X	
1177431	10/7/18	N FINCFI	US	PO	Facilities	1114	North America		
1177429	10/7/18	NGYINCY 	CA	PO	Hardware	1900	North America	X	
1177429	10/7/18	LUBTEDBL	TH	PO	Facilities	3108	APAC	X	
1177428	10/7/18	AHALTDAI	CN	NPO	Travel	3200	APAC	X	U7404
1177428	10/7/18	AHALTDAI	CN	NPO	Travel	3204	APAC	X	U7404
1177428	10/7/18	IPOLLCOI	US	PO	Marketing & Creative	1200	North America	X	
1177428	10/7/18	IPOLLCOI	US	PO	Marketing & Creative	2300	EMEA		
1177427	10/7/18	K ASASAN	CO	PO	Professional Services	1114	North America	X	U7951
1177427	10/7/18	K ASASAN	CO	PO	Professional Services	2300	EMEA		U7951
1177427	10/7/18	K ASASAN	CO	PO	Professional Services	4110	CALA		U0046
1177427	10/7/18	K ASASAN	CO	PO	Professional Services	4112	CALA	X	U0046
1177426	10/7/18	GEYLTDY 	IL	NPO	Vehicles	5000	ISR		U7391
1177425	10/7/18	SSWR	US	NPO	License	1960	North America	X	18502
1177423	10/7/18	OLLELLLA	US	NPO	License	1960	North America	X	18502
1177422	10/7/18	RERA SRV	CZ	PO	Facilities	2670	EMEA		
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	1000	EMEA	X	U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2110	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2126	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2142	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2150	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2170	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2174	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2182	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2220	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2300	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2500	EMEA	X	U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2506	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2520	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2540	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2620	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2660	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2680	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2800	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2900	EMEA		U3540
1177422	10/7/18	BBAPLCAN	GB	NPO	Waste	2912	EMEA	X	U3540
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	1950	North America	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	2008	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3000	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3002	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3100	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3106	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3108	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3110	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3112	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3120	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3124	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3160	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3182	APAC	X	
1177420	10/7/18	NWESIAER	MY	PO	Contingent Workforce	3204	APAC	X	
1177420	10/7/18	SILINCLM	US	NPO	License	1116	North America		18500
1177419	10/7/18	PSPN	GB	PO	Professional Services	2150	EMEA	X	
1177418	10/7/18	A TSIATH	MY	PO	Professional Services	3102	APAC	X	
1177417	10/7/18	NH NTS M	IN	PO	HR	6000	India		
1177417	10/7/18	NH NTS M	IN	PO	HR	6002	India		
1177417	10/7/18	NH NTS M	IN	PO	HR	6060	India		
1177416	10/7/18	NIS LLS 	US	PO	Contingent Workforce	1100	North America	X	
1177416	10/7/18	EANIONNC	CY	NPO	HR	2800	EMEA		U7490
1177415	10/7/18	CEGGALGA	LU	PO	Professional Services	2128	EMEA		U0046
1177415	10/7/18	CEGGALGA	LU	PO	Professional Services	2200	EMEA		U0046
1177415	10/7/18	CEGGALGA	LU	PO	Professional Services	2480	EMEA	X	U0046
1177415	10/7/18	CEGGALGA	LU	PO	Professional Services	2900	EMEA	X	U0046
1177415	10/7/18	NPRINCRO	IL	PO	Events	2300	EMEA		
1177415	10/7/18	NPRINCRO	IL	PO	Events	5000	ISR		
1177414	10/7/18	NETLTDTW	TH	PO	Hardware	3100	APAC	X	
1177414	10/7/18	NETLTDTW	TH	PO	Hardware	3108	APAC		
1177413	10/7/18	IARINCR 	CA	PO	Waste	1900	North America		
1177413	10/7/18	Y SLTDSY	IL	PO	Contingent Workforce	1100	North America	X	
1177413	10/7/18	Y SLTDSY	IL	PO	Contingent Workforce	2200	EMEA	X	
1177413	10/7/18	Y SLTDSY	IL	PO	Contingent Workforce	2800	EMEA		
1177413	10/7/18	Y SLTDSY	IL	PO	Contingent Workforce	2900	EMEA	X	
1177413	10/7/18	Y SLTDSY	IL	PO	Contingent Workforce	5000	ISR	X	
1177412	10/7/18	WRERMSEE	IN	PO	Facilities	6000	India	X	
1177412	10/7/18	NETINCTW	PH	PO	Hardware	3104	APAC		
1177410	10/7/18	LCOLTDOM	US	PO	Additionals	1116	North America	X	
1177409	10/7/18	TODIONDE	RU	NPO	License	2150	EMEA	X	18501
1177409	10/7/18	MLLINCLI	CA	NPO	License	1960	North America	X	18502
1177408	10/7/18	SVETEDE 	IE	PO	Software	2900	EMEA		
1177408	10/7/18	NAMINCMA	US	PO	Software	1100	North America	X	
1177408	10/7/18	NAMINCMA	US	PO	Software	2200	EMEA	X	
1177408	10/7/18	NAMINCMA	US	PO	Software	2800	EMEA	X	
1177408	10/7/18	NAMINCMA	US	PO	Software	5000	ISR	X	
1177407	10/7/18	RR LLC M	US	NPO	License	1960	North America	X	18502
1177406	10/7/18	O CINCCH	US	NPO	License	1960	North America	X	18502
1177406	10/7/18	ARLSRLL	IT	NPO	Professional Services	2660	EMEA	X	U7388
1177405	10/7/18	T2BLTDBU	GB	PO	Facilities	2182	EMEA		
1177403	10/7/18	TKEINCEM	US	PO	Marketing & Creative	1116	North America		
1177403	10/7/18	AEMPHOMO	IL	PO	Waste	5000	ISR		
1177402	10/7/18	C ALTDAN	AU	PO	HR	3002	APAC		
1177402	10/7/18	C ALTDAN	AU	PO	HR	3010	APAC	X	
1177402	10/7/18	C ALTDAN	AU	PO	HR	3014	APAC		
1177400	10/7/18	PISTEDS 	IN	NPO	Contingent Workforce	1210	North America	X	
1177400	10/7/18	PISTEDS 	IN	NPO	Contingent Workforce	2800	EMEA	X	
1177400	10/7/18	PISTEDS 	IN	NPO	Contingent Workforce	3104	APAC		
1177400	10/7/18	PISTEDS 	IN	NPO	Contingent Workforce	6000	India		U8629
1177400	10/7/18	PISTEDS 	IN	NPO	Contingent Workforce	6002	India		U3020
1177400	10/7/18	PISTEDS 	IN	NPO	Contingent Workforce	6012	India	X	
1177400	10/7/18	PISTEDS 	IN	NPO	Contingent Workforce	6060	India		U3020
1177400	10/7/18	HX LTD A	IN	PO	Events	6000	India		
1177400	10/7/18	HX LTD A	IN	PO	Events	6002	India		
1177400	10/7/18	HX LTD A	IN	PO	Events	6060	India		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	1100	North America		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	1900	North America		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	1944	North America		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	2300	EMEA		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	2500	EMEA	X	
1177399	10/7/18	BCHLTDH 	IL	PO	Software	2540	EMEA		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	2660	EMEA	X	
1177399	10/7/18	BCHLTDH 	IL	PO	Software	2800	EMEA		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	3000	APAC	X	
1177399	10/7/18	BCHLTDH 	IL	PO	Software	3002	APAC	X	
1177399	10/7/18	BCHLTDH 	IL	PO	Software	3006	APAC	X	
1177399	10/7/18	BCHLTDH 	IL	PO	Software	3104	APAC		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	4000	CALA		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	4130	CALA	X	
1177399	10/7/18	BCHLTDH 	IL	PO	Software	5000	ISR		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	6000	India		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	6002	India		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	6060	India		
1177399	10/7/18	BCHLTDH 	IL	PO	Software	9803	Open Market	X	
1177399	10/7/18	E MLTDM 	GB	PO	Facilities	2126	EMEA		
1177399	10/7/18	E MLTDM 	GB	PO	Facilities	2170	EMEA		
1177399	10/7/18	E MLTDM 	GB	PO	Facilities	2178	EMEA	X	
1177399	10/7/18	E MLTDM 	GB	PO	Facilities	2182	EMEA		
1177399	10/7/18	E MLTDM 	GB	PO	Facilities	2500	EMEA		
1177399	10/7/18	E MLTDM 	GB	PO	Facilities	2506	EMEA		
1177399	10/7/18	E MLTDM 	GB	PO	Facilities	9801	Open Market	X	
1177398	10/7/18	DALPANL 	JP	PO	Facilities	3106	APAC	X	
1177398	10/7/18	CEDS ADL	RO	NPO	Professional Services	2780	EMEA	X	U7599
1177396	10/7/18	UE OKU S	JP	NPO	Professional Services	2300	EMEA		U0046
1177396	10/7/18	UE OKU S	JP	NPO	Professional Services	3106	APAC		U0046
1177396	10/7/18	 TELTDER	AU	PO	Contingent Workforce	1180	North America	X	
1177396	10/7/18	 TELTDER	AU	PO	Contingent Workforce	3000	APAC	X	
1177396	10/7/18	 TELTDER	AU	PO	Contingent Workforce	3002	APAC	X	
1177395	10/7/18	NETLTDTW	SG	PO	Hardware	3002	APAC		
1177395	10/7/18	NETLTDTW	SG	PO	Hardware	3014	APAC		
1177395	10/7/18	NETLTDTW	SG	PO	Hardware	3100	APAC	X	
1177395	10/7/18	NETLTDTW	SG	PO	Hardware	3120	APAC		
1177395	10/7/18	NETLTDTW	SG	PO	Hardware	3160	APAC		
1177395	10/7/18	NETLTDTW	SG	PO	Hardware	3204	APAC	X	
1177395	10/7/18	ISPLLCPO	US	NPO	License	1116	North America	X	18500
1177393	10/7/18	GALHIPL 	GB	PO	Learning & Development	2150	EMEA		
1177393	10/7/18	PALOUPL 	CA	NPO	License	1960	North America	X	18502
1177392	10/7/18	 LMIONM 	CA	NPO	License	1960	North America	X	18502
1177390	10/7/18	DD LTD I	IE	PO	Facilities	1950	North America	X	
1177390	10/7/18	DD LTD I	IE	PO	Facilities	2142	EMEA	X	
1177390	10/7/18	DD LTD I	IE	PO	Facilities	2300	EMEA		
1177389	10/7/18	P HLTDHA	IL	PO	Events	5000	ISR		
1177388	10/7/18	NANLTDNN	IL	PO	Facilities	5000	ISR		
1177387	10/7/18	R HDIAHU	CA	NPO	Marketing & Creative	1116	North America	X	U7446
1177385	10/7/18	 HNLTDN 	GB	PO	Marketing & Creative	2142	EMEA		
1177385	10/7/18	 HNLTDN 	GB	PO	Marketing & Creative	2300	EMEA		
1177385	10/7/18	TA TED H	IN	PO	Events	6060	India	X	
1177384	10/7/18	EENRENN 	IL	PO	Contingent Workforce	5000	ISR		
1177383	10/7/18	ISA CVA 	MX	PO	Contingent Workforce	1100	North America		
1177383	10/7/18	ISA CVA 	MX	PO	Contingent Workforce	1380	North America	X	
1177383	10/7/18	ISA CVA 	MX	PO	Contingent Workforce	2900	EMEA	X	
1177383	10/7/18	ISA CVA 	MX	PO	Contingent Workforce	4042	CALA		
1177383	10/7/18	ISA CVA 	MX	PO	Contingent Workforce	4102	CALA		
1177383	10/7/18	ISA CVA 	MX	PO	Contingent Workforce	4110	CALA	X	
1177383	10/7/18	ISA CVA 	MX	PO	Contingent Workforce	9800	Open Market	X	
1177383	10/7/18	CE TED S	GB	NPO	Marketing & Creative	2150	EMEA	X	18697
1177382	10/7/18	VSILLCID	US	PO	Facilities	1100	North America	X	
1177381	10/7/18	R TELSTR	IN	NPO	Professional Services	6000	India	X	U7393
1177381	10/7/18	R TELSTR	IN	NPO	Professional Services	6060	India	X	U7393
1177380	10/7/18	ET ITY M	IL	NPO	Facilities	5000	ISR		U3540
1177379	10/7/18	TTAADAAI	CA	NPO	License	1116	North America	X	18500
1177379	10/7/18	NMOSLUOB	ES	NPO	Hardware	2178	EMEA	X	15700
1177379	10/7/18	NMOSLUOB	ES	NPO	Hardware	9801	Open Market	X	15700
1177378	10/7/18	SENLLCNT	US	NPO	License	1960	North America	X	18502
1177377	10/7/18	ANAINCAR	CA	NPO	License	1960	North America	X	18502
1177376	10/7/18	SE HOP W	US	NPO	Professional Services	2150	EMEA	X	18697
1177376	10/7/18	TRIMERIN	US	NPO	License	1960	North America	X	18502
1177375	10/7/18	AAR CORD	GB	NPO	HR	2150	EMEA	X	U7599
1177375	10/7/18	E AINCAN	CA	PO	Facilities	1950	North America	X	
1177374	10/7/18	RAN KBND	SE	PO	Professional Services	1950	North America	X	
1177373	10/7/18	DKSLTDS 	JP	NPO	License	1960	North America	X	18502
1177373	10/7/18	RECINGCH	IL	PO	Contingent Workforce	5000	ISR	X	
1177372	10/7/18	SN INS R	CA	PO	IT Services	1116	North America	X	
1177372	10/7/18	SN INS R	CA	PO	IT Services	1960	North America	X	
1177372	10/7/18	ZLLGHTL 	US	PO	Facilities	2150	EMEA	X	
1177371	10/7/18	EA  CV D	MX	NPO	Hardware	1116	North America	X	U7443
1177370	10/7/18	OSYINCYS	US	PO	Software	1100	North America	X	
1177370	10/7/18	OSYINCYS	US	PO	Software	1900	North America	X	
1177370	10/7/18	OSYINCYS	US	PO	Software	2800	EMEA	X	
1177370	10/7/18	OSYINCYS	US	PO	Software	2900	EMEA	X	
1177370	10/7/18	HESLTDSI	IL	PO	Learning & Development	5000	ISR	X	
1177369	10/7/18	PANINCNK	US	NPO	License	1116	North America		18500
1177369	10/7/18	XRALLCA 	US	PO	Hardware	1380	North America	X	
1177369	10/7/18	XRALLCA 	US	PO	Hardware	9800	Open Market	X	
1177368	10/7/18	NGYSPAY 	IT	PO	IT Services	2500	EMEA	X	
1177368	10/7/18	NGYSPAY 	IT	PO	IT Services	2660	EMEA	X	
1177368	10/7/18	HD INC T	CA	NPO	Marketing & Creative	1960	North America	X	18698
1177367	10/7/18	MTAIONAR	CA	NPO	License	1960	North America	X	18502
1177366	10/7/18	MIMM	US	NPO	License	1960	North America	X	18502
1177365	10/7/18	N CINCCA	CA	NPO	License	1960	North America	X	18502
1177365	10/7/18	N CINCCA	CA	NPO	License	2150	EMEA	X	18502
1177365	10/7/18	R NINCNE	US	PO	Hardware	1100	North America		
1177365	10/7/18	R NINCNE	US	PO	Hardware	2300	EMEA	X	
1177364	10/7/18	A VLTDVI	IL	PO	Facilities	5000	ISR	X	
1177363	10/7/18	B GLLCGL	US	PO	Contingent Workforce	1100	North America	X	
1177362	10/7/18	TNATIVAT	GB	PO	Additionals	1950	North America	X	
1177362	10/7/18	MINLLCNG	US	NPO	License	1960	North America	X	18502
1177361	10/7/18	GNSANSS	GB	NPO	Professional Services	2912	EMEA	X	U0046
1177360	10/7/18	MLIRININ	IL	PO	Facilities	5000	ISR	X	
1177360	10/7/18	TNAANDAL	US	PO	Contingent Workforce	1100	North America	X	
1177359	10/7/18	LIALTDAN	GB	NPO	Marketing & Creative	2150	EMEA	X	U7432
1177358	10/7/18	LYOLTDOT	IL	NPO	Vehicles	5000	ISR		U7391
1177358	10/7/18	ECHINCHE	US	NPO	License	1960	North America	X	18502
1177355	10/7/18	TRSOUPSC	US	NPO	License	1960	North America	X	18502
1177355	10/7/18	AILLMSLM	CA	NPO	License	1960	North America		18502
1177354	10/7/18	EOTANYTH	US	NPO	License	1960	North America	X	18502
1177353	10/7/18	IED BVD 	NL	PO	Marketing & Creative	1116	North America	X	
1177353	10/7/18	IED BVD 	NL	PO	Marketing & Creative	2150	EMEA		
1177353	10/7/18	GD LMS F	US	NPO	License	1960	North America	X	18502
1177352	10/7/18	GHALTDA 	IL	PO	HR	5000	ISR		
1177352	10/7/18	GHALTDA 	IL	PO	HR	5100	ISR		
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	1100	North America	X	
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	1900	North America	X	
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	2200	EMEA	X	
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	2300	EMEA		
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	2500	EMEA	X	
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	2800	EMEA	X	
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	2900	EMEA	X	
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	4000	CALA		
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	5000	ISR		
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	5062	ISR		
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	5100	ISR	X	
1177352	10/7/18	HBRTEDRY	IL	PO	Contingent Workforce	6000	India		
1177351	10/7/18	IID LTDE	CY	PO	Facilities	2800	EMEA		
1177350	10/7/18	NININCNC	US	PO	Facilities	1100	North America		
1177350	10/7/18	D HORNHO	DE	PO	Facilities	2520	EMEA		
1177349	10/7/18	NOWS LWE	IL	PO	Real Estate	5000	ISR		
1177349	10/7/18	EOXLTDX 	GB	PO	License	2150	EMEA	X	
1177348	10/7/18	CACLTDC 	IL	PO	Hardware	5000	ISR	X	
1177348	10/7/18	HILTEDLM	GB	NPO	License	1960	North America	X	18502
1177347	10/7/18	TY PLC B	GB	PO	Facilities	2150	EMEA		
1177347	10/7/18	TY PLC B	GB	PO	Facilities	2170	EMEA		
1177347	10/7/18	TY PLC B	GB	PO	Facilities	2182	EMEA		
1177347	10/7/18	TY PLC B	GB	PO	Facilities	2500	EMEA		
1177346	10/7/18	UCESCHE 	CH	NPO	License	1960	North America	X	18502
1177346	10/7/18	IS QUE A	CA	NPO	License	1960	North America	X	18502
1177345	10/7/18	RR TED L	GB	PO	Software	1100	North America	X	
1177345	10/7/18	RR TED L	GB	PO	Software	2300	EMEA		
1177345	10/7/18	RR TED L	GB	PO	Software	6000	India		
1177345	10/7/18	LELTEDLI	GB	PO	Facilities	2150	EMEA	X	
1177344	10/7/18	SROINCOD	CA	NPO	License	1960	North America	X	18502
1177343	10/7/18	BSHLTDHI	IL	PO	Waste	5000	ISR		
1177343	10/7/18	WRAINCAI	US	PO	Facilities	1100	North America	X	
1177342	10/7/18	AIONC.ON	CA	PO	Hardware	1900	North America		
1177341	10/7/18	LTETEDEC	IE	PO	Hardware	2142	EMEA		
1177341	10/7/18	LTETEDEC	IE	PO	Hardware	2500	EMEA	X	
1177340	10/7/18	G MIESMO	MU	PO	License	2150	EMEA	X	
1177340	10/7/18	 RVINCVI	US	PO	Facilities	1114	North America	X	
1177340	10/7/18	 RVINCVI	US	PO	Facilities	1220	North America		
1177339	10/7/18	FMALLCAT	US	PO	Contingent Workforce	1100	North America	X	
1177339	10/7/18	FMALLCAT	US	PO	Contingent Workforce	1900	North America		
1177339	10/7/18	E MINCMA	US	PO	Professional Services	1100	North America		
1177338	10/7/18	LNSINCS 	US	PO	Facilities	1100	North America		
1177338	10/7/18	GDAN LAR	US	NPO	License	1116	North America	X	18500
1177337	10/7/18	WANORPNA	CA	PO	Hardware	1226	North America	X	
1177337	10/7/18	WANORPNA	CA	PO	Hardware	1900	North America	X	
1177337	10/7/18	WANORPNA	CA	PO	Hardware	1944	North America	X	
1177337	10/7/18	WANORPNA	CA	PO	Hardware	1946	North America	X	
1177337	10/7/18	WANORPNA	CA	PO	Hardware	1950	North America	X	
1177337	10/7/18	WANORPNA	CA	PO	Hardware	1960	North America	X	
1177336	10/7/18	LDITALIS	US	NPO	Marketing & Creative	1116	North America	X	18512
1177336	10/7/18	LDITALIS	US	NPO	Marketing & Creative	2150	EMEA	X	18697
1177336	10/7/18	RALOSEL 	US	PO	Facilities	1100	North America	X	
1177335	10/7/18	EROHIPOC	CA	NPO	License	1960	North America	X	18502
1177335	10/7/18	SYSLTDST	IL	PO	Facilities	5000	ISR		
1177335	10/7/18	SYSLTDST	IL	PO	Facilities	5100	ISR	X	
1177333	10/7/18	ANTTEDTE	GB	NPO	Marketing & Creative	2300	EMEA	X	U8011
1177333	10/7/18	LR ENT E	CA	NPO	License	1960	North America	X	18502
1177332	10/7/18	KMONIRON	CA	NPO	License	1960	North America	X	18502
1177331	10/7/18	VANINCND	US	PO	Facilities	1100	North America	X	
1177330	10/7/18	LARINCRT	US	NPO	License	1960	North America	X	18502
1177330	10/7/18	KBUY LUR	GB	PO	Events	2300	EMEA	X	
1177328	10/7/18	VFIILMIL	CA	NPO	License	1960	North America	X	18502
1177328	10/7/18	SRUONSUN	CA	NPO	License	1960	North America	X	18502
1177327	10/7/18	DALANDL 	IL	PO	Marketing & Creative	5000	ISR		
1177327	10/7/18	DALANDL 	IL	PO	Marketing & Creative	5010	ISR	X	
1177327	10/7/18	DALANDL 	IL	PO	Marketing & Creative	5100	ISR		
1177326	10/7/18	R HITYHA	IL	NPO	Facilities	5000	ISR	X	U3540
1177326	10/7/18	IITINCTY	CA	PO	Learning & Development	1900	North America	X	
1177325	10/7/18	NRC014CI	CO	PO	Waste	4110	CALA	X	
1177325	10/7/18	NIFIALFE	CA	NPO	Professional Services	1226	North America	X	U7599
1177325	10/7/18	NIFIALFE	CA	NPO	Professional Services	1240	North America	X	U7599
1177325	10/7/18	NIFIALFE	CA	NPO	Professional Services	1900	North America		U7599
1177325	10/7/18	NIFIALFE	CA	NPO	Professional Services	1944	North America		U7599
1177325	10/7/18	NIFIALFE	CA	NPO	Professional Services	1946	North America		U7599
1177325	10/7/18	NIFIALFE	CA	NPO	Professional Services	1950	North America		U7599
1177325	10/7/18	NIFIALFE	CA	NPO	Professional Services	1960	North America		U7599
1177324	10/7/18	ECACESAN	IT	NPO	Travel	2660	EMEA	X	U7404
1177323	10/7/18	GS INC W	CA	PO	Hardware	1900	North America		
1177323	10/7/18	GS INC W	CA	PO	Hardware	1950	North America		
1177323	10/7/18	GS INC W	CA	PO	Hardware	1960	North America	X	
1177323	10/7/18	GMASROAX	SK	PO	License	2150	EMEA	X	
1177322	10/7/18	N AL PAN	ES	PO	Professional Services	2540	EMEA	X	
1177322	10/7/18	N AL PAN	ES	PO	Professional Services	2542	EMEA	X	
1177320	10/7/18	NK LTD L	GB	PO	Professional Services	1100	North America		
1177320	10/7/18	NK LTD L	GB	PO	Professional Services	2300	EMEA		
1177320	10/7/18	NK LTD L	GB	PO	Professional Services	2540	EMEA	X	
1177320	10/7/18	NK LTD L	GB	PO	Professional Services	2620	EMEA	X	
1177320	10/7/18	NK LTD L	GB	PO	Professional Services	2680	EMEA	X	
1177320	10/7/18	NK LTD L	GB	PO	Professional Services	4130	CALA		
1177320	10/7/18	MNOINCOC	US	NPO	License	1116	North America	X	18500
1177319	10/7/18	I RTEDRO	MT	PO	Professional Services	2900	EMEA	X	U7363
1177319	10/7/18	RA TED M	GB	PO	License	2150	EMEA	X	
1177318	10/7/18	OINLMSNG	US	NPO	License	1960	North America	X	18502
1177318	10/7/18	GL ONS C	IL	PO	Contingent Workforce	1100	North America	X	
1177318	10/7/18	GL ONS C	IL	PO	Contingent Workforce	1900	North America	X	
1177318	10/7/18	GL ONS C	IL	PO	Contingent Workforce	2300	EMEA		
1177318	10/7/18	GL ONS C	IL	PO	Contingent Workforce	5000	ISR	X	
1177317	10/7/18	gPlLtdla	IN	PO	Learning & Development	6000	India	X	
1177316	10/7/18	WEDTEDDI	GB	NPO	License	2150	EMEA	X	18501
1177316	10/7/18	WEDTEDDI	GB	NPO	License	2160	EMEA	X	18501
1177316	10/7/18	CORANYRP	US	PO	Professional Services	1100	North America	X	
1177316	10/7/18	CORANYRP	US	PO	Professional Services	1110	North America	X	
1177316	10/7/18	CORANYRP	US	PO	Professional Services	1114	North America		
1177316	10/7/18	CORANYRP	US	PO	Professional Services	1116	North America	X	U0046
1177316	10/7/18	CORANYRP	US	PO	Professional Services	1204	North America	X	U0046
1177316	10/7/18	CORANYRP	US	PO	Professional Services	1210	North America	X	U0046
1177316	10/7/18	CORANYRP	US	PO	Professional Services	1220	North America	X	U0046
1177316	10/7/18	CORANYRP	US	PO	Professional Services	1950	North America	X	U0046
1177315	10/7/18	 ORSIARE	"ID"	PO	Professional Services	3120	APAC		
1177315	10/7/18	 ORSIARE	"ID"	PO	Professional Services	3122	APAC	X	
1177315	10/7/18	 ORSIARE	"ID"	PO	Professional Services	3124	APAC	X	
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	1100	North America		
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	1200	North America	X	
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	1380	North America	X	
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	1900	North America		
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2008	APAC	X	
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2170	EMEA	X	
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2200	EMEA		
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2210	EMEA	X	
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2300	EMEA		
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2500	EMEA	X	
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2540	EMEA		
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2660	EMEA		
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2800	EMEA		
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	2900	EMEA		
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	3000	APAC	X	
1177315	10/7/18	AE LTD I	IL	PO	Contingent Workforce	3002	APAC	X	
